age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,length_of_stay
36,0,0,1,2,0,4,-1.0,10,1,1,0
48,0,0,2,1,1,2,0.0,6,0,0,1
23,0,0,0,2,1,6,-1.0,9,1,1,8
24,0,0,0,2,1,0,0.0,8,0,0,1
29,0,0,1,0,1,0,-1.0,2,0,0,1
24,0,0,0,0,1,0,-3.0,3,0,0,0
50,0,0,2,2,1,11,0.0,9,0,0,2
34,0,0,1,1,1,10,0.0,7,1,1,2
23,0,0,0,0,1,0,0.0,2,0,0,0
22,1,1,0,1,0,0,-1.0,5,0,0,2
30,0,1,1,1,1,22,-1.0,5,1,1,3
21,0,0,0,2,1,0,-1.0,10,1,1,1
53,0,1,2,0,0,0,0.0,1,0,0,1
25,1,0,1,1,1,7,-1.0,5,1,1,0
25,1,0,1,2,0,1,0.0,9,0,0,0
71,0,0,2,0,1,8,-1.0,1,0,0,24
39,1,0,1,2,1,10,-1.0,9,0,0,40
37,0,0,1,1,0,0,0.0,5,0,0,37
20,0,0,0,1,1,0,0.0,5,1,1,7
29,0,0,1,1,0,3,-1.0,5,0,0,0
22,0,0,0,1,1,2,-1.0,5,1,1,1
26,0,0,1,1,1,4,-1.0,7,1,1,83
47,0,0,2,2,0,19,-1.0,10,1,1,30
20,0,1,0,2,0,1,-1.0,8,1,1,17
23,0,0,0,0,0,0,-1.0,2,0,0,1
53,0,0,2,0,0,0,0.0,1,0,0,0
23,0,0,0,1,0,0,-1.0,7,1,0,0
26,0,0,1,1,1,5,-1.0,7,1,1,22
25,0,0,1,1,1,6,-1.0,6,1,0,6
27,0,0,1,2,1,4,0.0,9,1,1,0
29,1,0,1,0,1,1,-1.0,4,0,0,3
31,1,0,1,0,1,0,-1.0,2,0,0,0
41,0,0,1,1,1,8,-29.0,6,1,1,0
25,1,1,1,0,1,0,-2.0,2,0,0,0
47,1,1,2,0,1,0,-1.0,1,0,0,-1
37,0,0,1,0,1,4,-1.0,2,0,0,1
35,0,0,1,1,0,4,-1.0,5,0,0,2
24,1,1,0,0,1,1,0.0,4,1,1,1
21,0,1,0,2,1,2,-1.0,9,1,1,5
22,0,1,0,0,1,0,0.0,4,1,1,2
57,0,0,2,1,1,11,-1.0,6,0,0,140
48,0,1,2,1,1,0,-1.0,7,0,0,11
37,0,0,1,1,0,3,-1.0,7,0,0,28
31,1,1,1,0,1,0,0.0,1,0,0,5
22,0,0,0,2,1,1,-1.0,9,1,1,4
31,1,1,1,0,1,2,0.0,3,0,0,0
24,0,0,0,1,1,0,-1.0,5,1,1,0
32,0,0,1,2,1,22,0.0,9,1,1,0
63,1,0,2,0,1,0,-1.0,1,0,0,0
20,0,1,0,0,1,0,-1.0,4,0,0,1
24,1,0,0,1,0,1,0.0,5,1,1,0
36,1,0,1,0,0,1,-1.0,2,0,0,0
28,0,1,1,1,1,2,0.0,6,0,0,0
36,0,0,1,0,1,3,-1.0,2,1,1,1
33,1,0,1,0,0,0,-1.0,2,0,0,1
39,0,0,1,0,1,0,0.0,3,0,0,0
30,0,0,1,2,1,17,-4.0,10,1,1,4
24,0,0,0,0,1,1,-1.0,1,1,1,0
35,0,0,1,1,1,7,-1.0,6,0,0,1
24,0,0,0,0,1,0,-1.0,3,0,0,0
26,0,1,1,0,1,8,-1.0,4,0,0,2
28,0,0,1,1,1,14,-1.0,7,1,1,0
32,1,0,1,1,1,0,-1.0,5,0,0,0
32,1,1,1,0,0,1,-1.0,3,1,1,0
33,1,0,1,2,1,5,0.0,8,1,1,5
29,0,0,1,2,1,16,-1.0,10,0,0,17
34,1,1,1,0,1,1,-1.0,3,1,1,0
43,1,1,1,0,1,0,0.0,1,0,0,0
47,0,1,2,0,1,2,-3.0,4,0,0,0
25,1,0,1,1,1,3,0.0,6,1,1,2
23,0,0,0,0,0,1,-1.0,3,0,0,1
39,1,1,1,0,1,2,-1.0,2,1,0,0
35,0,0,1,2,1,13,-1.0,8,1,1,5
43,0,0,1,2,1,20,0.0,8,0,0,1
25,0,0,1,2,1,3,-1.0,8,1,1,0
48,0,0,2,2,1,25,-1.0,10,1,1,6
22,1,0,0,1,1,1,28.0,7,1,1,1
52,1,0,2,2,1,9,-1.0,8,1,1,38
26,0,1,1,0,1,5,-1.0,4,1,1,35
67,1,0,2,1,1,4,-1.0,7,1,1,27
34,1,0,1,0,1,4,-1.0,2,0,0,1
56,1,1,2,0,1,4,-1.0,1,1,0,0
28,0,0,1,0,1,1,-1.0,4,1,1,5
29,1,0,1,0,1,2,-1.0,4,0,0,0
37,0,0,1,1,1,6,-1.0,5,1,1,20
51,0,1,2,0,1,0,-1.0,1,0,0,1
20,1,0,0,1,1,1,-2.0,7,1,1,0
26,1,1,1,1,1,4,0.0,7,1,1,293
39,1,1,1,0,0,1,-1.0,2,1,1,10
21,0,0,0,2,1,1,-1.0,8,0,0,2
21,0,0,0,2,1,1,-1.0,9,1,1,2
24,0,1,0,0,1,3,-1.0,4,1,1,1
26,1,0,1,2,1,4,-1.0,8,1,1,1
48,0,1,2,0,1,1,0.0,2,0,0,0
24,0,0,0,1,1,5,-1.0,5,1,1,1
26,0,1,1,0,1,0,0.0,4,0,0,-1
46,0,1,2,0,1,0,-1.0,1,0,0,1
24,1,0,0,2,1,7,-1.0,9,0,0,1
21,1,1,0,1,0,0,-1.0,5,0,0,0
24,0,0,0,0,1,1,-1.0,3,1,1,1
36,1,0,1,2,1,9,0.0,8,0,0,1
30,0,0,1,0,1,5,-1.0,4,1,1,1
22,0,1,0,1,0,1,-23.0,6,0,0,1
25,0,0,1,2,1,0,-1.0,9,1,1,9
31,1,0,1,2,1,25,-1.0,8,1,1,117
24,0,0,0,0,1,0,-1.0,4,0,0,2
39,0,0,1,2,1,13,-1.0,8,1,1,1
30,0,0,1,0,0,4,-5.0,3,0,0,0
40,0,1,1,0,1,0,0.0,2,0,0,22
52,0,0,2,0,0,0,-1.0,1,0,0,2
23,0,0,0,2,1,3,-1.0,9,0,0,33
26,1,0,1,0,0,1,-1.0,2,0,0,1
22,0,1,0,2,1,1,-1.0,8,1,1,19
42,0,1,1,0,1,3,0.0,4,0,0,0
23,0,0,0,2,1,6,-1.0,10,1,1,135
28,0,0,1,0,1,1,-1.0,3,0,0,2
50,0,1,2,0,1,1,-1.0,1,1,0,1
32,0,0,1,1,1,1,-1.0,7,0,0,1
51,0,0,2,0,1,3,-1.0,2,0,0,1
19,1,1,0,0,1,1,-1.0,4,1,1,0
32,0,0,1,1,1,4,0.0,5,0,0,108
31,0,1,1,0,0,1,-22.0,3,1,1,0
29,0,0,1,1,0,1,7.0,5,0,0,179
26,0,0,1,1,1,9,-1.0,7,1,1,11
27,0,1,1,2,1,0,-1.0,10,1,1,27
52,0,1,2,0,1,1,-1.0,1,1,1,3
28,1,0,1,1,1,3,-1.0,6,1,1,1
32,0,0,1,0,1,3,-1.0,1,1,1,2
27,1,0,1,0,1,5,0.0,3,1,1,0
42,1,1,1,0,0,0,0.0,1,0,0,0
33,0,0,1,0,1,0,-1.0,2,1,1,0
28,1,1,1,0,0,3,-1.0,4,0,0,45
53,1,1,2,0,0,0,-1.0,1,0,0,0
24,0,1,0,0,1,0,-1.0,2,0,0,1
39,1,0,1,1,1,6,-1.0,7,1,1,35
22,0,0,0,1,1,1,0.0,7,1,1,-1
46,0,0,2,0,1,2,0.0,2,1,1,9
25,1,0,1,0,1,0,0.0,2,0,0,1
52,0,1,2,1,1,1,-5.0,5,0,0,3
28,1,0,1,0,1,4,-1.0,2,1,1,0
57,0,1,2,0,0,1,-4.0,1,1,1,1
49,0,0,2,0,1,3,-1.0,1,1,1,0
21,0,0,0,2,1,2,-1.0,9,1,1,0
32,0,0,1,2,1,19,-1.0,10,1,1,14
63,1,0,2,2,1,3,-1.0,9,0,0,220
29,0,1,1,0,1,2,0.0,3,0,0,1
46,1,0,2,0,1,0,0.0,1,0,0,1
28,1,0,1,1,1,10,-1.0,7,1,1,1
27,0,0,1,0,1,1,-3.0,2,0,0,3
33,1,1,1,0,0,1,0.0,1,0,0,0
32,0,0,1,2,1,14,-1.0,9,1,1,2
24,0,0,0,1,1,2,-1.0,7,0,0,1
26,0,0,1,2,1,5,-1.0,10,1,1,3
25,0,1,1,1,1,1,-1.0,5,0,0,1
21,0,0,0,2,1,1,-1.0,8,0,0,108
25,1,0,1,0,1,2,-1.0,2,1,1,0
22,0,0,0,1,1,6,-1.0,7,1,1,2
26,0,1,1,1,0,0,-1.0,6,0,0,0
20,0,1,0,0,1,0,-1.0,4,0,0,1
30,1,0,1,1,1,1,-1.0,5,1,1,1
45,0,0,2,1,1,0,-3.0,5,1,1,1
33,0,0,1,1,1,7,0.0,7,1,1,78
35,0,1,1,0,1,2,-1.0,1,0,0,0
41,0,1,1,0,1,5,-1.0,1,0,0,1
23,1,1,0,0,1,0,0.0,3,0,0,2
21,1,1,0,1,0,0,-1.0,5,1,1,1
54,0,0,2,0,1,0,-1.0,1,0,0,1
27,0,0,1,1,1,10,-1.0,6,1,1,1
22,1,1,0,0,1,0,-4.0,3,0,0,1
23,0,0,0,1,1,2,-1.0,6,1,1,6
36,1,0,1,2,1,5,-20.0,8,1,1,19
29,0,0,1,1,1,10,-1.0,7,1,1,23
54,1,0,2,1,1,4,-1.0,5,1,1,78
22,1,1,0,1,1,2,-1.0,5,1,1,13
26,1,0,1,0,1,0,-1.0,4,1,1,0
20,0,0,0,0,0,0,-1.0,4,0,0,1
52,1,0,2,0,1,6,0.0,1,1,1,1
29,0,0,1,0,1,0,-1.0,1,0,0,2
23,1,0,0,1,0,6,-18.0,7,0,0,17
35,1,0,1,0,1,1,-1.0,1,0,0,9
32,0,1,1,2,1,8,-4.0,9,1,1,0
21,1,0,0,1,1,1,-18.0,7,1,1,0
30,1,0,1,0,1,4,-1.0,4,1,1,1
30,0,0,1,0,0,3,-1.0,4,0,0,26
23,0,0,0,1,1,2,-1.0,7,1,1,6
32,0,1,1,0,1,8,-2.0,4,1,0,2
29,0,0,1,2,1,6,-1.0,10,1,1,39
42,1,1,1,0,1,0,0.0,1,0,0,0
21,0,0,0,2,1,0,0.0,8,1,1,0
22,1,0,0,0,0,0,-2.0,3,0,0,0
29,1,0,1,0,1,0,-1.0,2,0,0,0
30,0,0,1,1,1,6,-1.0,5,1,1,2
51,1,0,2,0,1,17,0.0,4,0,0,0
24,0,1,0,1,1,2,-27.0,6,0,0,0
23,1,0,0,1,1,2,-1.0,7,0,0,5
36,0,0,1,0,1,5,-1.0,4,0,0,0
39,0,0,1,1,1,1,-9.0,6,0,0,4
29,0,0,1,1,1,2,-1.0,6,0,0,37
44,0,1,1,0,1,6,0.0,3,0,0,-1
25,0,0,1,1,1,2,-1.0,5,0,0,58
31,0,0,1,2,1,0,0.0,10,0,0,0
35,1,0,1,1,1,17,-1.0,7,1,1,2
27,1,0,1,2,1,11,-1.0,10,1,1,2
33,0,0,1,1,1,1,0.0,5,0,0,1
28,0,0,1,2,1,6,-1.0,9,1,1,0
60,0,1,2,0,1,1,-1.0,1,0,0,0
54,0,0,2,0,0,0,-1.0,1,0,0,1
24,1,1,0,0,1,3,-1.0,4,0,0,1
75,0,0,2,0,0,5,-1.0,1,0,0,1
36,0,0,1,1,1,16,0.0,5,1,1,0
25,1,0,1,1,0,5,-1.0,7,1,1,47
46,0,1,2,0,1,0,-1.0,1,0,0,0
27,0,0,1,0,1,1,0.0,2,0,0,6
28,1,0,1,0,1,3,0.0,3,1,1,-1
42,1,0,1,2,1,13,-1.0,8,1,1,0
59,1,0,2,0,1,2,0.0,1,0,0,0
39,0,1,1,0,1,1,-15.0,1,0,0,14
46,1,1,2,0,1,5,-1.0,4,0,0,12
55,0,1,2,0,1,2,-1.0,1,0,0,1
35,1,0,1,2,1,1,-4.0,10,1,1,1
43,1,0,1,0,1,0,-1.0,1,1,1,1
53,1,1,2,0,0,0,0.0,1,0,0,0
21,1,0,0,1,0,0,-1.0,5,0,0,1
55,0,0,2,2,1,17,-1.0,10,1,1,25
27,0,0,1,0,1,1,-1.0,3,1,1,1
40,0,0,1,0,1,0,-1.0,1,0,0,2
37,1,1,1,0,0,0,-1.0,1,0,0,1
32,1,1,1,0,1,2,-1.0,2,1,1,5
32,1,0,1,0,1,2,-1.0,2,0,0,1
36,1,0,1,1,1,4,-1.0,5,1,1,2
31,0,0,1,2,0,0,-1.0,8,0,0,2
26,0,0,1,1,0,4,0.0,7,1,1,0
50,1,1,2,1,0,30,-1.0,6,1,1,3
47,0,0,2,0,1,4,0.0,3,0,0,0
36,0,0,1,0,1,2,-2.0,3,1,0,1
38,0,1,1,0,0,0,-1.0,1,0,0,1
53,0,1,2,0,1,0,-1.0,1,0,0,0
53,0,0,2,0,1,2,-1.0,3,0,0,0
57,0,0,2,1,1,19,-1.0,7,0,0,117
22,0,0,0,2,1,5,-1.0,8,1,1,19
21,0,0,0,2,1,0,-5.0,10,1,1,1
26,0,0,1,0,1,0,-1.0,3,1,1,1
27,0,0,1,1,1,2,-1.0,5,0,0,20
49,0,1,2,1,0,4,0.0,5,0,0,3
47,0,1,2,0,1,1,-1.0,3,1,1,0
30,0,0,1,2,1,8,-1.0,10,1,1,1
44,0,1,1,0,1,3,0.0,1,0,0,0
34,0,0,1,0,1,1,-17.0,1,0,0,1
45,0,0,2,0,1,10,-1.0,3,1,1,1
50,1,1,2,0,1,2,0.0,1,0,0,0
29,1,1,1,1,1,1,0.0,6,0,0,0
26,0,1,1,0,1,0,0.0,4,0,0,0
22,0,0,0,1,0,1,-1.0,6,1,1,1
49,0,1,2,0,1,0,0.0,1,0,0,0
49,0,0,2,0,1,1,0.0,3,1,1,19
59,0,1,2,0,1,2,0.0,1,0,0,12
32,1,1,1,1,1,6,-29.0,5,0,0,27
24,1,0,0,0,1,1,0.0,2,1,1,-1
32,0,0,1,0,1,0,0.0,1,0,0,-1
27,0,0,1,2,1,9,-1.0,10,1,1,799
25,1,1,1,2,1,2,0.0,8,0,0,12
20,1,1,0,1,1,0,-1.0,5,1,1,0
37,1,0,1,2,1,18,-1.0,9,0,0,1
30,0,1,1,2,0,5,0.0,10,1,1,7
23,0,0,0,1,1,1,0.0,6,1,1,0
20,0,0,0,2,0,0,0.0,8,0,0,-1
50,0,1,2,0,1,8,-14.0,2,0,0,11
50,0,0,2,0,1,7,-1.0,2,0,0,0
40,0,1,1,0,1,3,-1.0,1,0,0,1
24,0,1,0,1,0,2,-1.0,7,0,0,2
23,0,0,0,1,0,3,-1.0,5,1,1,0
54,1,1,2,0,1,3,-1.0,1,1,1,2
25,1,1,1,2,1,4,-10.0,10,0,0,1
46,1,1,2,0,1,1,-2.0,1,0,0,1
22,1,1,0,0,0,0,-1.0,3,0,0,-1
32,0,1,1,0,0,1,-1.0,2,0,0,2
25,1,0,1,0,1,0,-1.0,3,1,1,4
33,0,0,1,2,1,16,-2.0,9,1,1,0
33,1,0,1,1,1,4,-1.0,5,1,1,1
24,0,0,0,0,1,0,0.0,2,0,0,-1
33,1,0,1,2,1,12,-1.0,9,1,1,2
37,1,1,1,0,1,0,-1.0,2,1,0,0
40,1,1,1,0,0,0,0.0,1,0,0,0
43,0,0,1,1,1,9,-1.0,6,1,1,0
35,0,0,1,1,1,5,-1.0,6,1,1,1
25,0,0,1,2,1,11,-1.0,9,1,1,6
61,0,0,2,0,1,1,0.0,1,1,1,0
52,0,0,2,0,0,1,-28.0,1,0,0,0
39,1,0,1,0,1,1,0.0,2,1,1,-1
47,0,0,2,0,1,5,-1.0,4,0,0,0
52,1,1,2,1,0,6,0.0,7,0,0,33
37,1,1,1,0,1,0,0.0,1,0,0,0
24,0,0,0,1,0,0,-1.0,7,0,0,1
34,0,0,1,2,0,14,-1.0,9,0,0,3
25,1,1,1,0,1,1,0.0,3,1,1,0
62,1,1,2,0,0,0,0.0,1,0,0,0
23,0,1,0,0,1,0,-1.0,3,1,1,1
60,0,1,2,1,0,0,0.0,7,0,0,13
35,1,1,1,0,1,0,-1.0,1,0,0,1
24,0,0,0,1,0,0,-1.0,7,0,0,0
30,1,1,1,0,1,0,0.0,1,0,0,-1
35,0,1,1,1,1,4,-1.0,5,1,1,1
28,1,1,1,0,0,0,-1.0,4,0,0,0
56,0,0,2,0,1,0,-1.0,1,0,0,1
23,0,0,0,0,1,2,-1.0,2,1,1,1
23,1,1,0,0,1,1,-1.0,2,0,0,0
21,0,0,0,2,1,0,0.0,9,1,1,1
35,0,0,1,1,0,2,-1.0,5,0,0,14
33,1,1,1,0,1,3,0.0,3,0,0,0
41,1,0,1,2,1,9,-1.0,9,1,0,0
24,0,0,0,1,1,0,-1.0,5,0,0,4
28,0,0,1,2,1,9,-1.0,8,1,1,1
49,0,0,2,0,1,3,0.0,2,0,0,1
21,0,0,0,0,1,0,-1.0,3,1,1,1
27,0,0,1,2,0,3,-1.0,9,1,1,3
50,1,0,2,1,1,4,-3.0,5,0,0,2
23,1,0,0,0,0,0,0.0,3,0,0,0
34,1,1,1,0,1,0,-1.0,4,0,0,0
25,0,0,1,1,1,4,-1.0,5,1,1,32
33,0,1,1,1,0,2,-1.0,5,1,1,43
29,0,1,1,2,0,11,-3.0,10,1,1,34
32,0,0,1,0,0,6,-1.0,4,1,1,3
52,0,0,2,0,1,3,-1.0,1,0,0,0
26,1,1,1,0,0,3,-1.0,3,0,0,0
31,0,1,1,0,1,2,-1.0,3,1,1,0
30,0,1,1,1,0,0,0.0,5,0,0,1
20,1,0,0,2,1,0,-1.0,10,1,1,4
31,0,1,1,0,1,0,-1.0,4,0,0,77
37,1,1,1,0,0,1,-25.0,3,0,0,1
49,0,1,2,1,1,8,0.0,6,1,1,3
33,0,0,1,0,0,1,-2.0,2,0,0,0
42,1,0,1,0,1,0,0.0,1,0,0,-1
44,0,1,1,0,1,0,-1.0,2,1,1,8
28,0,0,1,1,1,5,-1.0,6,1,1,51
32,0,0,1,1,1,4,-1.0,6,1,1,414
28,0,0,1,1,1,7,-1.0,7,1,1,1
38,0,1,1,0,1,0,0.0,4,0,0,158
38,0,0,1,0,1,3,-1.0,4,0,0,1
34,1,0,1,0,0,0,-1.0,3,1,0,1
21,0,1,0,1,1,1,-1.0,6,1,1,1
36,0,0,1,2,1,1,-1.0,8,1,1,31
29,1,0,1,0,1,0,-1.0,2,1,1,0
34,0,0,1,1,1,3,-1.0,6,1,1,0
38,1,0,1,0,1,1,-1.0,2,0,0,8
36,0,1,1,0,1,0,-1.0,1,0,0,24
23,1,0,0,2,1,0,-1.0,9,0,0,0
47,1,1,2,0,1,0,-1.0,1,0,0,0
20,0,0,0,0,1,0,0.0,3,0,0,-1
25,0,0,1,2,0,2,-1.0,8,1,1,0
35,1,0,1,0,1,0,-1.0,1,0,0,0
28,1,1,1,0,0,1,-1.0,4,0,0,1
24,1,0,0,1,1,2,-1.0,5,1,1,0
22,0,0,0,2,1,0,-1.0,9,0,0,0
60,0,0,2,0,1,12,-1.0,3,0,0,1
33,1,0,1,1,1,6,-1.0,5,0,0,0
34,1,0,1,0,1,2,-1.0,4,1,1,23
24,1,1,0,2,1,4,-1.0,8,0,0,0
27,1,0,1,0,1,0,-1.0,2,1,1,2
29,0,0,1,2,1,4,0.0,10,1,1,355
21,0,1,0,1,1,1,0.0,7,1,1,36
42,0,1,1,0,0,0,-1.0,1,1,1,0
32,0,0,1,0,1,1,0.0,4,0,0,-1
30,1,1,1,0,1,3,-1.0,4,0,0,0
22,0,0,0,0,1,1,-1.0,3,1,1,0
20,1,1,0,2,1,0,-2.0,10,1,1,0
57,1,1,2,0,1,0,0.0,2,0,0,1
51,0,1,2,0,1,3,-1.0,1,1,1,1
21,0,0,0,0,1,0,-1.0,4,0,0,0
22,0,0,0,1,1,0,-1.0,5,0,0,35
35,0,0,1,2,1,4,-1.0,8,1,1,353
58,0,1,2,0,1,2,-9.0,3,0,0,4
32,0,1,1,0,0,0,-1.0,1,1,1,0
30,1,1,1,1,1,9,-1.0,6,1,1,7
20,0,0,0,2,1,0,-1.0,10,1,1,209
45,1,1,2,0,0,5,-1.0,2,0,0,0
31,0,0,1,0,1,4,-1.0,3,1,1,0
53,1,1,2,0,0,1,-1.0,3,0,0,0
44,1,1,1,0,1,0,-1.0,1,0,0,2
44,1,1,1,1,0,1,-6.0,5,0,0,4
21,0,1,0,0,1,0,-1.0,2,1,1,-1
28,1,0,1,0,1,0,0.0,1,0,0,0
28,1,1,1,0,1,2,-1.0,1,0,0,1
24,0,0,0,0,1,0,-1.0,3,1,1,182
28,0,0,1,0,1,0,0.0,2,0,0,-1
53,0,1,2,0,1,4,0.0,1,0,0,-1
20,0,0,0,0,1,1,-24.0,3,0,0,1
21,1,0,0,1,1,0,-6.0,6,0,0,0
37,1,1,1,0,1,1,-1.0,1,1,1,0
30,1,1,1,0,1,0,-1.0,1,0,0,0
26,0,1,1,2,1,2,-1.0,8,1,1,1
26,0,0,1,2,0,5,-1.0,9,1,1,6
39,0,0,1,0,0,1,-1.0,2,0,0,0
44,0,0,1,1,1,2,-1.0,5,0,0,2
45,1,1,2,0,1,0,-1.0,2,0,0,2
30,0,0,1,0,1,1,-1.0,1,0,0,0
23,0,1,0,1,1,6,-1.0,5,1,1,0
42,0,0,1,0,1,0,-1.0,1,0,0,0
54,1,1,2,0,1,4,-1.0,2,0,0,3
47,0,0,2,0,1,7,-1.0,1,1,1,1
26,0,1,1,1,1,0,-3.0,7,1,1,1
29,1,1,1,2,1,7,-1.0,10,1,1,1
51,0,1,2,0,1,7,-1.0,1,1,1,14
44,1,0,1,0,1,0,0.0,1,0,0,0
49,1,1,2,1,1,12,-24.0,5,0,0,21
22,0,0,0,2,1,0,-1.0,8,1,1,0
32,1,0,1,0,1,4,-1.0,4,1,1,1
27,1,0,1,0,1,0,-1.0,3,0,0,1
30,1,1,1,0,1,0,-1.0,2,0,0,0
51,0,1,2,1,0,5,0.0,5,0,0,32
27,0,0,1,0,1,4,-1.0,2,1,1,1
32,0,0,1,1,1,0,-1.0,7,1,1,17
43,0,0,1,0,1,2,-1.0,3,0,0,5
37,0,1,1,0,1,2,-1.0,2,0,0,0
26,0,0,1,0,1,0,-1.0,4,1,1,1
26,1,0,1,0,1,0,-1.0,2,0,0,0
58,0,0,2,0,0,4,-1.0,1,0,0,1
22,1,1,0,0,0,1,-22.0,3,0,0,0
21,0,0,0,2,1,2,-1.0,10,1,1,140
31,0,1,1,1,1,0,0.0,7,1,1,35
43,0,1,1,0,1,2,-10.0,1,0,0,1
23,1,0,0,1,1,0,-1.0,7,0,0,0
25,0,1,1,0,1,0,-1.0,2,0,0,1
22,0,0,0,2,1,6,-1.0,9,0,0,1
30,0,0,1,0,1,6,-1.0,4,0,0,133
25,0,0,1,2,1,15,-1.0,9,1,1,2
20,0,0,0,1,1,0,-1.0,7,1,1,1
33,0,0,1,0,1,1,-1.0,2,1,1,3
59,0,0,2,0,1,1,-1.0,4,0,0,0
53,0,0,2,1,1,8,-1.0,6,1,1,5
34,1,1,1,0,1,2,-1.0,2,0,0,1
36,0,1,1,0,1,6,-25.0,4,0,0,0
23,0,0,0,0,1,0,-1.0,3,0,0,1
32,1,0,1,2,1,2,0.0,8,0,0,109
32,1,0,1,2,1,11,-1.0,9,1,1,1
24,1,1,0,1,0,0,-1.0,6,0,0,23
30,0,0,1,2,1,7,-1.0,10,1,1,602
28,1,0,1,1,1,1,-1.0,7,0,0,1
43,0,1,1,1,1,4,0.0,5,1,1,2
35,1,0,1,0,1,3,-1.0,2,0,0,11
19,0,0,0,2,1,2,-21.0,8,1,1,14
22,1,0,0,1,1,1,-1.0,6,1,1,4
29,0,0,1,0,1,0,0.0,1,0,0,0
23,1,0,0,0,0,0,-1.0,4,0,0,2
33,1,1,1,0,0,0,-2.0,2,0,0,0
35,1,0,1,0,1,1,0.0,4,0,0,-1
53,0,1,2,0,1,0,0.0,1,1,0,0
59,0,1,2,1,1,17,-25.0,6,1,1,23
48,1,1,2,0,0,0,-1.0,1,0,0,0
33,0,0,1,0,0,1,-10.0,2,0,0,0
44,1,1,1,0,1,0,0.0,1,0,0,1
31,0,1,1,0,1,10,-18.0,2,1,1,1
28,0,0,1,0,1,2,-1.0,4,1,1,1
23,0,0,0,1,1,0,0.0,7,1,1,5
26,0,1,1,1,1,0,0.0,5,0,0,0
22,0,0,0,2,1,3,0.0,9,0,0,0
29,1,0,1,0,1,0,-1.0,2,0,0,1
20,0,0,0,2,1,2,-1.0,9,1,1,2
44,1,1,1,0,1,0,-1.0,1,0,0,0
41,0,0,1,1,1,2,-1.0,5,0,0,14
28,0,0,1,0,0,4,0.0,4,0,0,0
27,1,1,1,1,1,1,-1.0,6,1,1,21
31,1,1,1,0,1,7,-1.0,3,0,0,1
26,0,0,1,0,1,3,-21.0,3,1,1,0
20,0,0,0,0,1,0,-1.0,4,1,0,1
55,1,1,2,0,1,2,-1.0,1,1,1,0
36,0,0,1,2,1,0,0.0,8,0,0,1
23,1,0,0,2,1,1,-1.0,9,0,0,5
34,0,0,1,2,1,19,-1.0,10,1,1,4
59,0,1,2,0,0,1,-21.0,1,0,0,5
37,0,1,1,0,1,0,-4.0,2,1,1,1
28,0,1,1,0,0,0,-1.0,4,1,1,0
31,0,0,1,0,1,0,-1.0,2,0,0,1
38,0,0,1,2,0,14,-1.0,10,1,1,4
33,0,0,1,0,1,0,-4.0,1,1,1,3
27,0,0,1,2,1,3,-1.0,8,1,1,0
25,1,1,1,0,1,2,0.0,4,1,1,1
42,0,0,1,0,0,2,-1.0,2,0,0,1
22,0,0,0,2,1,3,-1.0,8,1,1,26
45,0,1,2,1,1,1,0.0,5,1,1,27
21,1,0,0,0,0,1,-11.0,3,1,1,1
52,1,1,2,0,1,2,-1.0,1,0,0,1
29,1,1,1,0,1,0,-1.0,3,0,0,0
37,1,0,1,0,0,0,0.0,4,0,0,5
34,0,1,1,0,1,0,-1.0,2,0,0,0
53,1,0,2,0,1,0,0.0,1,1,1,1
30,0,0,1,2,0,8,-1.0,8,1,1,1
28,0,1,1,0,1,1,-1.0,4,0,0,4
21,0,0,0,2,1,1,-1.0,8,0,0,0
22,0,0,0,1,1,1,13.0,7,0,0,43
42,1,1,1,0,1,1,-1.0,3,1,1,0
26,0,0,1,0,1,3,0.0,4,1,1,0
54,1,0,2,0,1,9,0.0,1,0,0,1
30,0,0,1,2,1,20,0.0,9,1,1,317
26,0,0,1,1,0,1,-1.0,6,1,1,27
41,1,0,1,0,1,0,0.0,1,0,0,0
23,1,1,0,1,1,5,0.0,5,1,1,54
43,0,1,1,0,1,1,-1.0,2,1,1,64
22,1,0,0,0,1,0,-1.0,3,1,1,0
27,0,1,1,0,0,6,-1.0,3,1,1,1
42,1,0,1,0,0,2,-1.0,3,0,0,34
25,0,0,1,1,1,8,0.0,6,1,1,29
49,1,0,2,0,1,4,0.0,2,0,0,35
52,0,1,2,0,1,1,-1.0,1,0,0,24
60,0,1,2,0,0,2,-1.0,1,0,0,1
23,1,0,0,1,0,0,-1.0,6,0,0,1
30,1,0,1,1,1,2,-1.0,7,0,0,1
48,0,0,2,1,1,9,0.0,6,1,1,3
32,0,0,1,1,1,2,0.0,7,1,1,1
24,0,0,0,1,1,5,-1.0,7,1,1,1
22,0,0,0,1,1,3,20.0,5,1,1,214
44,0,0,1,0,1,2,-1.0,2,0,0,1
32,0,1,1,0,1,3,-1.0,4,0,0,86
27,1,0,1,0,0,1,-1.0,2,0,0,0
52,1,0,2,0,1,15,0.0,4,1,1,0
61,1,1,2,0,1,3,0.0,2,1,1,0
69,1,0,2,0,1,3,0.0,1,0,0,0
21,0,1,0,1,0,1,-1.0,6,0,0,1
31,1,1,1,1,1,2,-1.0,6,1,1,3
19,0,0,0,0,1,3,-1.0,4,1,1,30
24,1,0,0,2,1,12,0.0,9,1,1,36
